timestamp,powerconsumer1_energy_mwh,elapsed_time_min,unit,speed_kn,phase,DG1_energy_produced_mwh,propulsion_power_mw,fins_status,timestamp_dt,powerconsumer1_kw,DG1_power_kw,date,hour,minute,day_of_week,is_weekend,hour_sin,hour_cos,pc1_kw_lag1,pc1_kw_lag2,pc1_kw_roll3,dg1_on,consumer_share_dg1
1761281400000,0.023975,5,ship1,37.562,SEA,0.365,8.094666666666667,1,2025-10-24 04:50:00,287.7,4380.0,2025-10-24,4,50,4,0,0.8660254037844386,0.5000000000000001,293.866668,288.20000400000004,289.922224,1,0.06568493150684931
1761281700000,0.024327778,5,ship1,37.669,SEA,0.36333333333333334,8.098133333333333,1,2025-10-24 04:55:00,291.93333600000005,4360.0,2025-10-24,4,55,4,0,0.8660254037844386,0.5000000000000001,287.7,293.866668,291.166668,1,0.06695718715596331
1761282000000,0.024305556,5,ship1,37.81,SEA,0.36933333333333335,8.283066666666667,1,2025-10-24 05:00:00,291.66667199999995,4432.0,2025-10-24,5,0,4,0,0.9659258262890683,0.25881904510252074,291.93333600000005,287.7,290.433336,1,0.06580926714801442
1761282300000,0.023997222,5,ship1,38.028999999999996,SEA,0.37133333333333335,8.339266666666667,1,2025-10-24 05:05:00,287.966664,4456.0,2025-10-24,5,5,4,0,0.9659258262890683,0.25881904510252074,291.66667199999995,291.93333600000005,290.522224,1,0.06462447576301615
1761282600000,0.024530556,5,ship1,38.189,SEA,0.371,8.313333333333333,1,2025-10-24 05:10:00,294.366672,4452.0,2025-10-24,5,10,4,0,0.9659258262890683,0.25881904510252074,287.966664,291.66667199999995,291.333336,1,0.06612009703504043
1761282900000,0.024705556,5,ship1,38.104,SEA,0.374,8.431033333333332,1,2025-10-24 05:15:00,296.46667199999996,4488.0,2025-10-24,5,15,4,0,0.9659258262890683,0.25881904510252074,294.366672,287.966664,292.933336,1,0.06605763636363636
1761283200000,0.024663889,5,ship1,38.098,SEA,0.375,8.492099999999999,1,2025-10-24 05:20:00,295.966668,4500.0,2025-10-24,5,20,4,0,0.9659258262890683,0.25881904510252074,296.46667199999996,294.366672,295.60000399999996,1,0.06577037066666667
1761283500000,0.024083333,5,ship1,38.217,SEA,0.37366666666666665,8.477566666666666,1,2025-10-24 05:25:00,288.99999599999995,4484.0,2025-10-24,5,25,4,0,0.9659258262890683,0.25881904510252074,295.966668,296.46667199999996,293.81111200000004,1,0.06445138180196253
1761283800000,0.024494444,5,ship1,38.299,SEA,0.373,8.467466666666667,1,2025-10-24 05:30:00,293.933328,4476.0,2025-10-24,5,30,4,0,0.9659258262890683,0.25881904510252074,288.99999599999995,295.966668,292.966664,1,0.06566875067024129
1761284100000,0.024675,5,ship1,38.351,SEA,0.37333333333333335,8.484933333333332,1,2025-10-24 05:35:00,296.09999999999997,4480.0,2025-10-24,5,35,4,0,0.9659258262890683,0.25881904510252074,293.933328,288.99999599999995,293.011108,1,0.06609374999999999
1761284400000,0.024536111,5,ship1,38.4,SEA,0.37466666666666665,8.505433333333334,1,2025-10-24 05:40:00,294.433332,4496.0,2025-10-24,5,40,4,0,0.9659258262890683,0.25881904510252074,296.09999999999997,293.933328,294.82221999999996,1,0.06548784074733097
1761284700000,0.024433333,5,ship1,38.463,SEA,0.37166666666666665,8.4459,1,2025-10-24 05:45:00,293.199996,4460.0,2025-10-24,5,45,4,0,0.9659258262890683,0.25881904510252074,294.433332,296.09999999999997,294.57777600000003,1,0.06573990941704036
1761285000000,0.024630556,5,ship1,38.434,SEA,0.368,8.283833333333334,1,2025-10-24 05:50:00,295.56667200000004,4416.0,2025-10-24,5,50,4,0,0.9659258262890683,0.25881904510252074,293.199996,294.433332,294.40000000000003,1,0.06693085869565218
1761285300000,0.024347222,5,ship1,38.59,SEA,0.36766666666666664,8.320833333333333,1,2025-10-24 05:55:00,292.166664,4412.0,2025-10-24,5,55,4,0,0.9659258262890683,0.25881904510252074,295.56667200000004,293.199996,293.644444,1,0.06622091205802358
1761285600000,0.024513889,5,ship1,38.661,SEA,0.36833333333333335,8.307633333333332,1,2025-10-24 06:00:00,294.166668,4420.0,2025-10-24,6,0,4,0,1.0,6.123233995736766e-17,292.166664,295.56667200000004,293.966668,1,0.06655354479638009
1761285900000,0.027155556,5,ship1,38.632000000000005,SEA,0.36633333333333334,8.257533333333333,1,2025-10-24 06:05:00,325.86667200000005,4396.0,2025-10-24,6,5,4,0,1.0,6.123233995736766e-17,294.166668,292.166664,304.06666800000005,1,0.07412799636032759
1761286200000,0.026977778,5,ship1,38.598,SEA,0.366,8.288433333333334,1,2025-10-24 06:10:00,323.733336,4391.999999999999,2025-10-24,6,10,4,0,1.0,6.123233995736766e-17,325.86667200000005,294.166668,314.58889200000004,1,0.07370977595628417
